Player,TEAM,TYPE,SEASON,AGE,GP,W,L,MIN,FGM,FGA,FGP,3PM,3PA,3PP,FTM,FTA,FTP,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,PTS,Plus_Minus,OffRtg,DefRtg,NetRtg,ASTP,AST/TO,AST Ratio,OREBP,DREBP,REBP,TO Ratio,eFGP,TSP,USGP,PACE,PIE
Lester Hudson_2014-2015,LAC,Regular,2014-2015,30,5,5,0,11.1,1.2,2.8,42.9,0.6,1.2,50,0.6,0.8,75,0.2,1.4,1.6,1,0.6,1.2,0.2,0.8,0,0,3.6,-1.2,94.4,97.8,-3.4,17.2,1.67,21,2.4,13.7,8.6,12.6,53.6,57.1,16.2,94.35,14.6
Lorenzo Brown_2014-2015,MIN,Regular,2014-2015,24,29,6,23,18.9,1.8,4.2,42.6,0.2,1,21.4,0.4,0.7,63.2,0.5,1.9,2.4,3.1,1,1,0.2,1.7,0,0,4.2,-3.2,104.2,112,-7.9,25.7,3,35.9,3.1,12.6,7.9,12,45.1,46.8,13.6,94.36,7.6
Lou Amundson_2014-2015,NYK,Regular,2014-2015,32,53,17,36,17.7,2.1,4.8,42.7,0,0,0,0.8,1.6,47.1,1.8,3.3,5.1,1.3,1.2,0.4,1,2.4,3,0,4.9,-2.8,96.7,103.6,-7,11.8,1.13,16.5,10.9,21.1,15.9,14.6,42.7,44.2,17.5,94.01,6.9
Lou Williams_2014-2015,TOR,Regular,2014-2015,28,80,48,32,25.2,4.7,11.6,40.4,1.9,5.6,34,4.3,4.9,86.1,0.3,1.6,1.9,2.1,1.3,1.1,0.1,1.3,0,0,15.5,3.7,111.3,104.6,6.8,13.6,1.62,12,1.4,7.4,4.4,7.4,48.6,56.4,26.7,96.38,11.7
Luc Mbah a Moute_2014-2015,PHI,Regular,2014-2015,28,67,16,51,28.6,3.7,9.5,39.5,0.9,3,30.7,1.4,2.4,58.9,1.2,3.7,4.9,1.6,1.5,1.2,0.3,1.6,4,0,9.9,-5.4,91.3,100.5,-9.3,10.1,1.07,11.6,4.4,14.4,9.2,10.8,44.3,46.6,18.8,96.68,8.1
Lucas Nogueira_2014-2015,TOR,Regular,2014-2015,22,6,3,3,3.8,0.3,1.3,25,0,0,0,0.3,0.7,50,0.3,1.5,1.8,0.2,0.3,0.3,0,1,0,0,1,-1.8,93.3,114,-20.7,7.1,0.5,7.8,6.7,45,22,15.7,25,30.7,19.9,99.33,3.6
Luis Scola_2014-2015,IND,Regular,2014-2015,35,81,37,44,20.5,3.7,7.9,46.7,0.1,0.2,25,2,2.8,69.9,1.7,4.8,6.5,1.3,1.2,0.6,0.2,2.4,9,0,9.4,0.5,100.3,100.3,0,11,1.12,11.2,9.5,25.9,17.8,10,47.1,51.5,22.5,96.69,13
Luke Babbitt_2014-2015,NOP,Regular,2014-2015,26,63,34,29,13.2,1.5,3,47.9,0.9,1.8,51.3,0.2,0.3,68.4,0.2,1.6,1.8,0.4,0.4,0.3,0.2,1,0,0,4.1,-1.6,101.9,106.9,-5.1,4.4,0.92,9.6,1.7,13.1,7.6,10.4,63.3,63.9,12.5,95.64,7.2
Luke Ridnour_2014-2015,ORL,Regular,2014-2015,34,47,13,34,14.5,1.6,3.7,42.6,0.4,1.3,31.7,0.4,0.4,85.7,0.2,1.3,1.4,2,0.8,0.4,0.1,1.4,0,0,4,-2.7,96.5,106.3,-9.8,22,2.53,30.1,1.3,10.2,5.7,11.9,48.3,50.7,14.9,96.24,7.3
Luol Deng_2014-2015,MIA,Regular,2014-2015,30,72,33,39,33.6,5.1,10.9,46.9,1.1,3.1,35.5,2.7,3.5,76.1,1.4,3.8,5.2,1.9,1.5,0.9,0.3,1.5,5,0,14,-0.1,105.2,105.1,0.2,9.4,1.29,12.1,5.3,13.1,9.3,9.4,51.8,56.1,19.4,93.52,10.3
Malcolm Lee_2014-2015,PHI,Regular,2014-2015,25,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,166.7,100,66.7,0,0,0,0,0,0,0,0,0,19.2,97.59,-10
Malcolm Thomas_2014-2015,PHI,Regular,2014-2015,26,17,2,15,11.4,1.1,2.4,45,0,0.4,0,0.5,0.8,69.2,0.9,2.4,3.3,0.4,0.8,0.2,0.1,1,0,0,2.6,-6.4,85.1,113.2,-28.1,6.5,0.54,10.7,8.6,24.2,16,19.8,45,49.2,12.7,102.31,7.1
Manu Ginobili_2014-2015,SAS,Regular,2014-2015,37,70,47,23,22.7,3.6,8.4,42.6,1.3,3.7,34.5,2.1,2.9,72.1,0.4,2.6,3,4.2,2.2,1,0.3,2,3,0,10.5,4.5,106.3,96.7,9.6,29,1.9,26,2,12.9,7.5,13.7,50.2,54.4,23.5,97.01,11.3
Marc Gasol_2014-2015,MEM,Regular,2014-2015,30,81,55,26,33.2,6.5,13.2,49.4,0,0.2,17.6,4.3,5.4,79.5,1.4,6.4,7.8,3.8,2.2,0.9,1.6,2.6,20,0,17.4,2.8,105.3,101.9,3.4,19.3,1.74,17.6,5.1,22.4,13.8,10.1,49.6,55.8,24.7,94.06,15.1
Marcin Gortat_2014-2015,WAS,Regular,2014-2015,31,82,46,36,29.9,5.4,9.5,56.6,0,0,0,1.5,2.1,70.3,2.2,6.5,8.7,1.2,1.2,0.6,1.3,2.3,22,0,12.2,3.1,103.5,97.5,6,6.2,0.97,9.2,8.4,23.7,16.3,9.5,56.6,58.7,17.5,97.03,13.3
Marco Belinelli_2014-2015,SAS,Regular,2014-2015,29,62,41,21,22.4,3.2,7.6,42.3,1.4,3.7,37.4,1.4,1.6,84.8,0.4,2.1,2.5,1.5,1,0.5,0,1.4,0,0,9.2,0,105.2,105.1,0.1,10.5,1.54,14.1,2.2,10.6,6.5,9.1,51.5,55.3,19,95.62,8.2
Marcus Morris_2014-2015,PHX,Regular,2014-2015,25,81,39,42,25.2,4.1,9.4,43.4,1.4,3.9,35.8,0.9,1.4,62.8,0.9,3.9,4.8,1.6,0.9,0.8,0.2,2.3,5,0,10.4,-0.7,104.2,105.8,-1.7,10,1.82,13.1,3.9,17,10.4,7.2,50.7,52,19,98.6,9.1
Marcus Smart_2014-2015,BOS,Regular,2014-2015,21,67,35,32,27,2.6,7.1,36.7,1.4,4.1,33.5,1.2,1.9,64.6,0.9,2.4,3.3,3.1,1.3,1.5,0.3,2.6,0,0,7.8,0.9,103.7,101.3,2.5,16.1,2.31,25,3.7,10.1,6.8,10.8,46.2,49.1,15.2,97.86,6.6
Marcus Thornton_2014-2015,PHX,Regular,2014-2015,28,48,19,29,15,2.9,7.2,40.6,1.1,3,37.8,1,1.2,82.1,0.5,1.3,1.8,0.8,0.6,0.6,0.1,0.8,0,0,7.9,-0.1,99.2,102.2,-2.9,8.7,1.33,8.3,3.4,10,6.6,6.2,48.4,51.4,23.6,97.97,10.2
Mario Chalmers_2014-2015,MIA,Regular,2014-2015,29,80,36,44,29.6,3.3,8.3,40.3,0.9,3.1,29.4,2.6,3.3,77.4,0.3,2.3,2.6,3.8,2.2,1.5,0.1,3.1,4,0,10.2,-1.8,99.7,102.8,-3.1,21.6,1.77,24.4,1.3,9.2,5.3,13.7,45.8,52.1,18.8,93.86,7.6
Markel Brown_2014-2015,BKN,Regular,2014-2015,23,47,23,24,16.6,1.6,4.5,36.2,0.4,1.4,26.6,1,1.2,82.5,0.3,1.9,2.3,0.8,0.6,0.7,0.3,1.2,1,0,4.6,-0.5,105.4,105.9,-0.6,7,1.44,13,2.2,13.5,7.7,9,40.2,45.9,14.9,96.29,5.5
Markieff Morris_2014-2015,PHX,Regular,2014-2015,25,82,39,43,31.5,6.2,13.4,46.5,0.7,2.2,31.8,2.2,2.8,76.3,1.3,4.8,6.2,2.3,2.1,1.2,0.5,3,12,0,15.3,1.3,103.6,101.4,2.2,12,1.13,12.3,4.8,16.7,10.8,10.9,49.1,52.3,23.4,98.59,10.7
Marreese Speights_2014-2015,GSW,Regular,2014-2015,27,76,62,14,15.9,4.2,8.5,49.2,0.1,0.2,27.8,2,2.3,84.3,1.4,2.8,4.3,0.9,1.1,0.3,0.4,2.5,1,0,10.4,2.4,109.2,101,8.2,9.8,0.88,8.2,10.2,19.5,14.9,9.3,49.6,54.6,28.7,102.11,11.7
Martell Webster_2014-2015,WAS,Regular,2014-2015,28,32,12,20,11,0.8,2.8,26.4,0.3,1.3,23.3,1.5,2,75,0.3,1.1,1.4,0.5,0.7,0.2,0,0.8,0,0,3.3,-4.2,90.5,109.4,-19,8.1,0.77,10.7,3.2,11.1,7.2,13.9,31.9,44.5,17.9,97.33,3.7
Marvin Williams_2014-2015,CHA,Regular,2014-2015,29,78,32,46,26.1,2.7,6.3,42.4,1.2,3.4,35.8,0.8,1.1,71.3,0.7,4.2,4.9,1.3,0.8,0.9,0.5,1.9,1,0,7.4,-2,97.9,102.2,-4.3,7.8,1.67,14.4,3.1,18.3,10.5,8.7,52,54.1,13.4,95.86,8.8
Mason Plumlee_2014-2015,BKN,Regular,2014-2015,25,82,38,44,21.3,3.4,6,57.3,0,0,0,1.9,3.9,49.5,2.1,4.1,6.2,0.9,1.3,0.8,0.8,2.5,12,0,8.7,-2.2,101.6,107.2,-5.6,6.9,0.7,9.2,11.6,22.1,16.9,13.1,57.3,57,19.5,93.73,10.4
Matt Barnes_2014-2015,LAC,Regular,2014-2015,35,76,51,25,29.9,3.6,8.2,44.4,1.8,4.9,36.2,1,1.3,77.9,0.7,3.3,4,1.5,1.1,0.9,0.7,3.2,1,0,10.1,7,114.1,102.1,12,6.7,1.31,13.2,2.6,12,7.5,10,55.3,57.4,14.7,97.6,6.4
Matt Bonner_2014-2015,SAS,Regular,2014-2015,35,72,49,23,13,1.3,3.2,40.9,0.6,1.8,36.5,0.4,0.5,81.1,0.4,1.2,1.6,0.7,0.2,0.1,0.2,0.9,0,0,3.7,0.5,104.5,103.5,1.1,7.4,4.27,15.4,3.5,10.7,7,3.6,50.9,53.6,12.6,94.81,6.3
Matthew Dellavedova_2014-2015,CLE,Regular,2014-2015,24,67,43,24,20.6,1.7,4.6,36.2,1,2.5,40.7,0.4,0.6,76.3,0.6,1.3,1.9,3,0.9,0.4,0,2.3,2,0,4.8,0.6,104.5,103.9,0.6,22.8,3.34,34.7,3.1,7.6,5.3,10.4,47.2,49.3,12.7,93.1,5.2
Maurice Harkless_2014-2015,ORL,Regular,2014-2015,22,45,9,36,15,1.4,3.5,39.9,0.2,1.2,17.9,0.5,0.9,53.7,0.8,1.5,2.4,0.6,0.6,0.7,0.2,1.5,0,0,3.5,-2,96.6,101.5,-5,5.6,0.93,11,6.1,11.7,8.8,11.8,43,44.9,13.4,96.95,4.6
Meyers Leonard_2014-2015,POR,Regular,2014-2015,23,55,32,23,15.4,2.3,4.5,51,0.9,2,42,0.5,0.6,93.8,0.8,3.7,4.5,0.6,0.7,0.2,0.3,2.1,3,0,5.9,0.3,100.6,99.6,1,6.3,0.82,9.7,6.1,24.5,15.7,11.8,60.6,63.1,16.2,95.83,11.6
Michael Beasley_2014-2015,MIA,Regular,2014-2015,26,24,11,13,21,3.8,8.8,43.4,0.3,1.4,23.5,0.8,1.1,76.9,0.5,3.2,3.7,1.3,1.5,0.6,0.5,2.8,1,0,8.8,0.1,97.4,96.7,0.7,11.3,0.86,10.9,2.8,16.8,10.1,12.7,45.3,47.4,24,96.05,7.8
Michael Carter-Williams_2014-2015,MIL,Regular,2014-2015,23,66,21,45,32.6,5.5,13.9,39.6,0.5,2.3,23.5,3.1,4.4,69.4,1,4.4,5.3,6.7,3.8,1.7,0.5,2.5,11,3,14.6,-2.5,94.6,98.3,-3.7,37.4,1.75,25.4,3.2,15,9,14.5,41.6,46.1,26.8,97.16,11.5
Michael Kidd-Gilchrist_2014-2015,CHA,Regular,2014-2015,21,55,27,28,28.9,4.1,8.8,46.5,0,0,0,2.7,3.9,70.1,2,5.6,7.6,1.4,1.1,0.5,0.7,2.1,12,0,10.9,1.3,99.4,96.3,3.1,7.8,1.22,10.8,7.5,21.4,14.4,8.8,46.5,51.9,18.3,95.65,11
Mike Conley_2014-2015,MEM,Regular,2014-2015,27,70,47,23,31.8,5.6,12.6,44.6,1.5,4,38.6,3.1,3.6,85.9,0.4,2.6,3,5.4,2.2,1.3,0.2,2,6,0,15.8,3.1,105.2,101.5,3.8,27.8,2.4,24.6,1.5,9.4,5.5,10.2,50.6,55.8,23.7,94.07,12.4
Mike Dunleavy_2014-2015,CHI,Regular,2014-2015,34,63,41,22,29.2,3.3,7.6,43.5,1.7,4.2,40.7,1.1,1.4,80.5,0.4,3.5,3.9,1.8,1,0.6,0.3,2,0,0,9.4,3.3,105.8,100.4,5.4,9.4,1.9,16.4,1.7,12.5,7.3,8.7,54.6,57.3,14.3,94.59,8.1
Mike Miller_2014-2015,CLE,Regular,2014-2015,35,52,31,21,13.5,0.7,2.2,32.5,0.6,1.9,32.7,0.1,0.1,75,0.1,1.7,1.8,0.9,0.4,0.3,0.1,1.4,0,0,2.1,-1.4,99,104.7,-5.7,10.1,2,24.9,0.6,14.1,7.4,12.4,46.5,47.1,9.1,94.68,3.7
Mike Muscala_2014-2015,ATL,Regular,2014-2015,23,40,26,14,12.6,2.1,3.8,55,0.2,0.6,40.9,0.6,0.6,88,1.3,1.7,3,0.6,0.5,0.4,0.5,1.3,1,0,4.9,1.4,103.7,98.4,5.3,8,1.19,12,12.1,14.8,13.5,10.1,57.9,60.8,16.5,95.49,10.9
Mike Scott_2014-2015,ATL,Regular,2014-2015,26,68,52,16,16.5,3,6.7,44.4,1,2.8,34.4,0.9,1.1,79.2,0.7,2.3,2.9,1.1,0.6,0.4,0,1.2,0,0,7.8,0.4,103.1,102,1.1,11.5,1.92,12.5,4.7,15,10.1,6.5,51.7,54.3,22,94.45,10.4
Miles Plumlee_2014-2015,MIL,Regular,2014-2015,26,73,34,39,16.4,1.9,3.5,53.5,0,0,0,0.3,0.6,47.8,1.5,2.8,4.4,0.5,0.7,0.6,0.9,1.5,1,0,4,0,105.4,105.3,0.1,4.1,0.67,9.5,10.6,19.5,15.1,14.2,53.5,53.6,12.2,96.57,8.4
Miroslav Raduljica_2014-2015,MIN,Regular,2014-2015,27,5,0,5,4.6,0.6,1.6,37.5,0,0,0,0.4,0.4,100,0.4,0.6,1,0,0.4,0.2,0,1.6,0,0,1.6,-0.6,104,111,-7,0,0,0,9.5,18.8,13.5,18.4,37.5,45,21.7,97.18,-2.4
Mirza Teletovic_2014-2015,BKN,Regular,2014-2015,29,40,16,24,22.3,3.1,8,38.2,1.6,4.8,32.1,0.8,1.2,71.7,0.7,4.2,4.9,1.2,1.3,0.4,0.4,1.9,1,0,8.5,-0.3,97.9,99.8,-1.9,8.7,0.87,10.5,3.4,19.7,11.7,12.1,48,50,20,95.32,8.8
Mitch McGary_2014-2015,OKC,Regular,2014-2015,23,32,20,12,15.2,2.8,5.2,53.3,0,0.1,0,0.8,1.3,62.5,1.7,3.5,5.2,0.4,1,0.5,0.5,2.3,3,0,6.3,1.5,106.9,102.8,4,4.3,0.45,6.2,12,23.9,18.1,13.6,53.3,55,18.6,100.22,10.4
Mo Williams_2014-2015,CHA,Regular,2014-2015,32,68,20,48,29.1,5,12.6,39.7,1.8,5.1,34.2,2.4,2.8,87.2,0.3,2.2,2.6,6.2,2.5,0.7,0.2,2.4,13,0,14.2,-1.5,100.9,104.4,-3.5,35.8,2.47,27.6,1.2,8.9,4.9,11.2,46.6,51.2,24.8,96.89,10.5
Monta Ellis_2014-2015,DAL,Regular,2014-2015,29,80,50,30,33.7,7.5,16.9,44.5,1,3.6,28.5,2.9,3.8,75.2,0.4,2,2.4,4.1,2.5,1.9,0.3,2.5,3,0,18.9,2.7,107.6,103.4,4.2,20,1.66,16.3,1.4,6.3,3.9,9.8,47.5,50.9,27.7,98.54,9.7
Nate Robinson_2014-2015,DEN,Regular,2014-2015,31,42,22,20,14.1,2.1,6.1,34.5,0.7,2.7,27.7,0.7,1.1,67.4,0.4,0.8,1.2,2.3,0.7,0.5,0.1,1.8,0,0,5.7,-3,94.7,102.9,-8.2,30.3,3.23,24.1,3,6,4.5,7.5,40.6,43.2,23.5,96.52,6.3
Nate Wolters_2014-2015,MIL,Regular,2014-2015,24,21,14,7,11.7,1,2.7,35.1,0,0.3,0,0.1,0.3,33.3,0.4,1.2,1.6,1,0.6,0.4,0.1,0.9,0,0,2,-0.6,95.6,99,-3.4,12.7,1.62,22.4,3.5,11.6,7.5,13.9,35.1,35.2,13.4,93.61,4
Nazr Mohammed_2014-2015,CHI,Regular,2014-2015,37,23,13,10,5.6,0.6,1.3,43.3,0,0,0,0,0.1,33.3,0.5,1.2,1.7,0.1,0.3,0.2,0.2,0.7,0,0,1.2,0.4,101.7,100.1,1.6,3.8,0.43,7.3,9.9,23.9,17,16.9,43.3,43.1,13.8,93.22,6.4
Nene_2014-2015,WAS,Regular,2014-2015,32,67,37,30,25.3,4.6,9,51.1,0,0.1,20,1.8,3,60.4,1.3,3.9,5.1,1.8,1.9,1,0.3,2.7,2,0,11,2.5,103.7,97.8,5.9,11.7,0.99,13.1,5.8,17.2,11.6,13.2,51.2,53.4,21.9,96.12,9.7
Nerlens Noel_2014-2015,PHI,Regular,2014-2015,21,75,18,57,30.8,4,8.7,46.2,0,0,0,1.9,3.1,60.9,2.5,5.7,8.1,1.7,1.9,1.8,1.9,2.8,18,0,9.9,-5.7,91.3,100.4,-9.1,9.9,0.88,12.4,8.2,20.7,14.2,14.2,46.2,49.3,17.3,97.44,10.8
Nick Calathes_2014-2015,MEM,Regular,2014-2015,26,58,36,22,14.4,1.8,4.3,42.1,0.2,0.7,25.6,0.4,0.8,53.3,0.3,1.5,1.8,2.5,1.1,1.1,0.1,1.7,0,0,4.2,1.5,98.1,92.2,5.9,27.4,2.39,30.8,2.5,11.5,6.9,12.9,44.3,45.5,17.7,94.68,9.4
Nick Collison_2014-2015,OKC,Regular,2014-2015,34,66,38,28,16.7,1.6,3.8,41.9,0.2,0.9,26.7,0.7,1,69.2,1.4,2.4,3.8,1.4,0.7,0.5,0.4,2.4,0,0,4.1,1.3,102.9,100.3,2.6,12,2,21.6,8.7,15.6,12.1,10.8,45.1,48.5,13,96.76,7
Nick Johnson_2014-2015,HOU,Regular,2014-2015,22,28,18,10,9.4,0.9,2.7,34.7,0.2,0.8,23.8,0.6,0.9,68,0.5,0.9,1.4,0.4,0.7,0.3,0.1,1.2,0,0,2.6,-1.7,94.2,101.5,-7.3,6.9,0.58,9.5,5.3,10,7.8,16.4,38,43,17.3,100.16,1.9
Nick Young_2014-2015,LAL,Regular,2014-2015,30,42,12,30,23.8,4.1,11.3,36.6,2,5.4,36.9,3.1,3.5,89.2,0.4,1.9,2.3,1,1,0.5,0.3,2,0,0,13.4,-1.6,102.3,105,-2.8,7.1,0.93,6.5,1.8,8.9,5.2,7,45.3,52,25.7,97.63,8.3
Nicolas Batum_2014-2015,POR,Regular,2014-2015,26,71,43,28,33.5,3.4,8.5,40,1.4,4.4,32.4,1.2,1.4,85.7,0.9,5,5.9,4.8,1.9,1.1,0.6,1.5,5,0,9.4,3,107.2,103,4.2,20,2.58,30.6,2.9,15.5,9.3,11.8,48.3,51.6,14.5,96.88,9.8
Nik Stauskas_2014-2015,SAC,Regular,2014-2015,21,73,26,47,15.4,1.5,4.1,36.5,0.7,2,32.2,0.8,0.9,85.9,0.2,1.1,1.2,0.9,0.5,0.3,0.2,1.3,0,0,4.4,-1.8,101.4,108.4,-7,9.2,1.68,15.5,1.1,7.5,4.4,9.3,44.6,49.2,14.1,98.08,4.3
Nikola Mirotic_2014-2015,CHI,Regular,2014-2015,24,82,50,32,20.2,3.1,7.6,40.5,1.2,3.8,31.6,2.8,3.5,80.3,0.8,4.2,4.9,1.2,1.1,0.7,0.7,2.1,8,0,10.2,2.1,105.2,99.1,6.1,10.2,1.09,10.4,4.4,21.9,13.6,9.5,48.5,55.6,23.1,95.13,13
Nikola Pekovic_2014-2015,MIN,Regular,2014-2015,29,31,9,22,26.3,4.5,10.6,42.4,0,0,0,3.5,4.2,83.7,2.9,4.7,7.5,0.9,1.4,0.6,0.4,1.9,11,0,12.5,-1.9,100,105.9,-6,5.7,0.64,6,11.7,19.7,15.6,9.3,42.4,50.2,22.7,96.09,11.2
Nikola Vucevic_2014-2015,ORL,Regular,2014-2015,24,74,21,53,34.2,8.5,16.3,52.3,0,0.1,33.3,2.2,2.9,75.2,3.2,7.7,10.9,2,2,0.7,0.7,3,45,0,19.3,-4.1,100.6,106.6,-6,10.6,0.99,9.2,10.3,26.4,18.1,9.3,52.4,54.8,25.8,96.27,14.6
Noah Vonleh_2014-2015,CHA,Regular,2014-2015,19,25,8,17,10.3,1.2,3,39.5,0.2,0.5,38.5,0.7,1,69.2,1.1,2.3,3.4,0.2,0.4,0.2,0.4,0.8,1,0,3.3,-2.7,89,102.2,-13.2,2.9,0.36,3.9,10.5,26,17.6,10.7,42.8,47.5,17,94.49,10.5
Norris Cole_2014-2015,NOP,Regular,2014-2015,26,75,37,38,24.4,3.1,7.4,41.2,0.7,2.3,31.3,0.8,1.1,71.6,0.2,1.9,2.1,3.4,1.3,0.8,0.2,1.7,0,0,7.6,-2.4,102.1,105.5,-3.4,22.9,2.58,26.9,0.9,9.3,5.2,10.4,46.1,48.3,18.3,91.71,7.8
O.J. Mayo_2014-2015,MIL,Regular,2014-2015,27,71,39,32,23.9,4.2,9.9,42.2,1.4,3.9,35.7,1.6,2,82.7,0.4,2.2,2.6,2.8,1.8,0.8,0.3,2.3,0,0,11.4,-0.9,99.5,100.2,-0.6,19.4,1.54,18.1,2.1,10.3,6.3,11.8,49.3,52.9,23.6,98.2,9.4
Ognjen Kuzmic_2014-2015,GSW,Regular,2014-2015,25,16,13,3,4.5,0.5,0.8,66.7,0,0,0,0.3,0.3,100,0.4,0.6,1.1,0.4,0.3,0.1,0.1,0.8,0,0,1.3,-2.4,85.9,111.7,-25.8,15.4,1.2,24.2,11.5,11.8,11.6,20.2,66.7,72.7,11.8,97.78,8.5
Omer Asik_2014-2015,NOP,Regular,2014-2015,28,76,43,33,26.1,2.8,5.4,51.7,0,0,0,1.7,3,58.2,3.2,6.6,9.8,0.9,1.3,0.4,0.7,1.9,13,0,7.3,0.3,103.7,103.3,0.4,5.4,0.76,10.6,13.9,28.9,21.3,14,51.7,54.5,14,93.17,10.9
Omri Casspi_2014-2015,SAC,Regular,2014-2015,27,67,23,44,21.1,3.1,6.4,48.9,0.5,1.3,40.2,2.1,2.9,73.3,0.8,3.1,3.9,1.5,1.3,0.5,0.1,1.6,1,0,8.9,-2.7,101.9,107.8,-5.8,12.1,1.16,14.5,4.6,15.7,10.4,12.6,53,58,18.6,98.43,10.1
Otto Porter_2014-2015,WAS,Regular,2014-2015,22,74,41,33,19.4,2.4,5.3,45,0.5,1.4,33.7,0.8,1.1,73.4,0.9,2,3,0.9,0.7,0.6,0.4,1.3,0,0,6,-0.5,103.1,102.5,0.6,6.8,1.25,12,5.8,11.8,8.9,9.6,49.5,52.3,15.2,94.54,8
PJ Hairston_2014-2015,CHA,Regular,2014-2015,22,45,19,26,15.3,1.9,6,32.3,1.1,3.6,30.1,0.7,0.8,86.1,0.5,1.6,2,0.5,0.5,0.5,0.3,1.4,1,0,5.6,-2.3,97.3,105.3,-8,5.1,0.95,6.4,3.2,11.7,7.2,6.7,41.4,44.6,19.6,96.78,5
PJ Tucker_2014-2015,PHX,Regular,2014-2015,30,78,36,42,30.6,3.3,7.6,43.8,1.1,3.2,34.5,1.3,1.8,72.7,1.5,5,6.4,1.6,1.2,1.4,0.3,2.3,4,0,9.1,-0.6,102.4,102.7,-0.3,7.6,1.27,13.9,5.1,17.8,11.4,10.9,51.1,54.1,13.9,98.03,9.3
Pablo Prigioni_2014-2015,HOU,Regular,2014-2015,38,67,25,42,17.9,1.4,3.4,39.9,0.9,2.5,34.3,0.5,0.6,85.4,0.4,1.3,1.8,2.6,0.9,1.2,0,1.3,0,0,4.1,-0.9,101.7,105.5,-3.7,21.3,2.76,35.7,2.9,8.5,5.7,12.9,52.4,55.7,11.7,95.17,8.6
Patrick Beverley_2014-2015,HOU,Regular,2014-2015,26,56,35,21,30.8,3.6,9.5,38.3,2.1,5.8,35.6,0.8,1.1,75,1.2,3,4.2,3.4,1.5,1.1,0.4,3.3,2,0,10.1,1.3,104.5,102.3,2.2,17.1,2.31,23,4.3,11.4,7.8,10,49.2,50.9,16.2,98.65,7.1
Patrick Christopher_2014-2015,MEM,Regular,2014-2015,27,4,2,2,7.2,0.8,3,25,0,1,0,0,0,0,0.5,1,1.5,0,0.3,0.3,0,1.5,0,0,1.5,-4.5,84.2,107,-22.8,0,0,0,7.7,18.2,12.5,7.7,25,25,21.1,95.62,-4
Patrick Patterson_2014-2015,TOR,Regular,2014-2015,26,81,49,32,26.6,3,6.6,44.9,1.3,3.5,37.1,0.8,1,78.8,1.6,3.8,5.3,1.9,0.7,0.7,0.5,1.8,3,0,8,3.1,110.6,105.3,5.3,10.8,2.87,19.9,6.6,16.9,11.6,6.9,54.7,56.8,13,95.39,9.9
Patty Mills_2014-2015,SAS,Regular,2014-2015,26,51,37,14,15.7,2.5,6.6,38.1,1.2,3.6,34.1,0.6,0.8,82.5,0.4,1.1,1.5,1.7,0.7,0.5,0,1.1,0,0,6.9,3.1,104.8,95.8,9,17.2,2.49,18.3,2.8,7.2,5,7.4,47.3,49.6,21.3,97.8,8.2
Pau Gasol_2014-2015,CHI,Regular,2014-2015,34,78,48,30,34.4,7.3,14.8,49.4,0.2,0.3,46.2,3.8,4.7,80.3,2.8,9,11.8,2.7,2,0.3,1.9,1.9,54,0,18.5,2.4,104.7,101.7,3,14.2,1.33,12.5,9.1,26.7,18.2,9.4,50,55,24.4,96.27,16.9
Paul George_2014-2015,IND,Regular,2014-2015,25,6,5,1,15.2,3,8.2,36.7,1.5,3.7,40.9,1.3,1.8,72.7,0.7,3,3.7,1,2,0.8,0.2,1.8,0,0,8.8,2.5,101.9,94.9,7,12.2,0.5,8.4,5.1,18.9,12.7,16.7,45.9,49.2,32.7,93.04,10.6
Paul Millsap_2014-2015,ATL,Regular,2014-2015,30,73,55,18,32.7,6.1,12.7,47.6,1.1,3,35.6,3.5,4.6,75.7,1.9,5.9,7.8,3.1,2.3,1.8,0.9,2.8,15,0,16.7,5.6,108.7,101,7.7,14.9,1.34,15.2,6.9,20.3,13.7,11.3,51.8,56.5,23.5,96.95,13
Paul Pierce_2014-2015,WAS,Regular,2014-2015,37,73,40,33,26.2,4,9,44.7,1.6,4.2,38.9,2.2,2.9,78.1,0.6,3.4,4,2,1.3,0.6,0.3,2.2,2,0,11.9,2.2,103.6,98.6,5,11.5,1.57,14.6,2.7,14.7,8.7,9.3,53.7,58,19.7,97.71,10.1
Pero Antic_2014-2015,ATL,Regular,2014-2015,32,63,46,17,16.5,1.7,4.7,36.5,0.8,2.7,30.1,1.4,2,71.5,0.9,2.1,3,0.8,0.8,0.3,0.2,2.1,0,0,5.7,2.5,105.1,99,6,7.2,1,10.9,6.5,14.6,10.5,10.9,45.3,50.8,17.1,98.16,5.3
Perry Jones_2014-2015,OKC,Regular,2014-2015,23,43,23,20,14.7,1.7,4.3,39.7,0.3,1.4,23.3,0.6,0.9,64.9,0.1,1.6,1.8,0.4,0.6,0.4,0.2,1.2,0,0,4.3,-3.1,98.1,107.5,-9.4,4.6,0.75,7.4,1,11.6,6.4,9.9,43.5,45.9,15.6,98.28,4.4
