sampleNumber,pitchMin,pitchMax,pitchAve,energy,duration,f0,f1,f2,emotion
4171,173.0290475329,532.8883364284,250.4389326279,0.1124941429,2.4403125,1110.0516110055,2940.7718944146,--undefined--,Angry
4172,166.1977501984,528.2976137563,286.0010324923,0.3110117871,2.7769375,2334.8360941964,--undefined--,--undefined--,Angry
4173,149.6656920629,337.4650793038,256.0767852897,0.192716862,2.8610625,595.5046675265,2639.1112995611,4583.0729580911,Angry
4174,127.7339748168,283.3626765997,210.7005158163,0.0759164521,1.9355,1925.4400265815,3867.4600854863,--undefined--,Angry
4175,180.3725007696,316.6682277013,257.9138758544,0.2105308914,2.6086875,1770.6666134241,4087.7777142439,--undefined--,Angry
4176,141.5043742615,308.6733862853,241.7714045152,0.1470818777,2.94525,1143.4998431462,3016.6339459607,--undefined--,Angry
4177,169.5033949389,282.4598058333,235.8622265634,0.1179828287,2.2720625,2110.2666076074,4132.1851088555,--undefined--,Angry
4178,194.8786826559,315.087221702,268.3194806405,0.1993833433,2.3561875,1121.5488202694,2994.3115724473,--undefined--,Angry
4179,189.635368084,303.9318158318,261.99008293,0.1232476755,2.35625,1974.5230536043,4543.3355910066,--undefined--,Angry
4180,158.1960175799,591.1255259166,258.8190585316,0.1099588992,2.6086875,1113.2811879327,3548.3765793968,--undefined--,Angry
4181,86.6705666097,276.9614472032,238.2025166334,0.2198877824,1.439875,706.638241812,2328.9633277379,4146.9270216192,Angry
4182,198.8084247353,584.8420353821,283.1431006637,0.280879702,2.861125,1828.4978168967,3438.7688524134,--undefined--,Angry
4183,196.9925033275,328.7175710552,258.5422699043,0.2990739782,2.5245625,926.3871437384,2843.8288248955,--undefined--,Angry
4184,163.3353595662,545.7922469369,259.0073016987,0.3172833669,2.7769375,2234.5548877652,3433.578019309,5020.7309599457,Angry
4185,171.4289677099,325.8704506177,285.9772305607,0.1299774242,2.10375,1200.5350546287,2121.6436172601,4366.8593330147,Angry
4186,174.9519281782,289.0041612497,246.5128619068,0.2389698428,2.777,632.2663111199,2726.5881338475,5253.3000015951,Angry
4187,145.7901725506,304.4962160134,227.0871134891,0.1184533602,2.777,349.6718266132,2795.6323725359,4931.552053873,Angry
4188,187.5590140798,505.5940359368,257.5023776444,0.3082127824,2.5245625,253.6052679924,2480.835828247,4510.3896472463,Angry
4189,201.3929602806,583.6240631743,272.0526832585,0.1716758794,2.10375,974.9130893648,2684.7217176286,4458.8078338297,Angry
4190,139.9357986207,342.5256559154,250.2936529803,0.1352619594,2.861125,1417.1766378267,2863.9616283972,3948.7702855645,Angry
4191,118.6897375033,349.2848902554,285.2941282536,0.316772379,2.2720625,348.566831569,2865.6046310586,4149.3845432379,Angry
4192,162.8428547162,295.8968792687,234.1390372386,0.1686595888,2.6928125,1429.1138557746,3245.2840294635,--undefined--,Angry
4193,169.9762798452,350.3134421636,250.8443932531,0.1094257511,2.440375,449.9122183308,2526.0096063014,4809.4104246097,Angry
4194,189.2147719464,374.835272148,268.8234194502,0.1576875984,2.1038125,2890.1651136655,4170.8176973714,--undefined--,Angry
4195,196.4405772841,308.4507906642,261.6004614845,0.1875815265,2.7231875,585.3269877333,3528.2700798064,--undefined--,Angry
4196,155.1342794236,524.5900408958,290.7905355249,0.2351172014,2.723125,1515.1363717348,3764.8569295665,--undefined--,Angry
4197,185.2678830878,569.8728283062,279.5700770766,0.2782430879,2.9565625,1688.8697787337,3524.0392882606,--undefined--,Angry
4198,187.5183445155,522.6074269764,349.0571415478,0.2581774079,2.1785625,1156.3242276369,3179.8561797678,--undefined--,Angry
4199,193.4865467723,575.9652596873,309.3701686221,0.272711966,2.8788125,1686.6540264831,3475.2842004323,--undefined--,Angry
4200,134.710134232,326.2931571709,255.6566411644,0.1290542078,2.48975,1133.9861022108,3752.3113148637,--undefined--,Angry
4201,163.099080439,550.7253171519,239.3675454189,0.0474739373,1.89075,1714.0103880741,3509.8626360774,--undefined--,Angry
4202,183.2095346752,301.0386244711,227.586242778,0.0359123821,2.1089375,2110.7653250602,3730.3301499651,4836.4931261615,Angry
4203,175.8790551006,294.9214289421,245.0949296641,0.1532486341,2.618,2671.7908727696,4881.2553218695,--undefined--,Angry
4204,185.1674062155,544.1025105634,257.754493207,0.0843477453,2.1089375,1896.2217021929,4333.8148555724,--undefined--,Angry
4205,170.7460047559,579.4494333617,244.4876750331,0.1225908183,2.3270625,1784.1389276942,4159.4641664251,4752.2572003602,Angry
4206,187.8356135641,284.0004871105,220.1728512151,0.0688460089,2.127125,931.4856416954,2128.5381018247,3375.9763096216,Angry
4207,162.5058170142,325.62530095,229.0315337828,0.1459502394,2.811875,2936.8920337117,4481.9391595669,--undefined--,Angry
4208,167.9416143352,352.6089111528,262.4670484509,0.1353682059,2.618,3045.2091136648,4531.141993537,--undefined--,Angry
4209,190.4041672535,555.60138419,278.0263365085,0.1354407393,2.29075,1083.9537643854,3401.9602832307,--undefined--,Angry
4210,180.3860943057,384.9286767636,290.7344695163,0.2249987743,2.168,1557.893519668,2814.9954045102,--undefined--,Angry
4211,191.4130125974,293.0618678734,246.1633719537,0.0587349939,2.4725,1420.7215834413,2844.898599789,--undefined--,Angry
4212,172.0011497295,297.6708089126,228.8832039445,0.1385580051,2.2106875,2908.6346421669,4270.5138687464,--undefined--,Angry
4213,177.5785839994,301.4514339033,267.4456073992,0.0799115025,1.8180625,1188.8013135555,2042.1860775802,4457.9392771623,Angry
4214,150.9576378121,358.0713162202,253.8295248051,0.2346528949,2.6906875,1128.9738803992,1827.7252596352,3777.8441498432,Angry
4215,196.4109579547,286.330954055,240.3468012241,0.1889951211,2.54525,1037.5123835793,2881.1084887692,--undefined--,Angry
4216,182.0934991941,591.7902715484,251.0649320687,0.1187991857,2.1089375,2206.5172226681,4398.9124692125,--undefined--,Angry
4217,182.217956184,412.5740918889,275.8299043816,0.073819451,2.7149375,235.7962746086,2144.3367998667,4644.1011851098,Angry
4218,180.6514004149,585.9993302852,280.6906794765,0.1333279453,2.1270625,1450.5150740512,2411.4920463365,4245.1916291768,Angry
4219,167.9704848623,506.7353052764,288.3249600288,0.0872385198,1.8180625,2885.9219580706,4420.8971440634,--undefined--,Angry
4220,162.8067220758,579.5986309078,263.7356123448,0.1989059671,2.1089375,1975.1884053984,4388.7451696981,--undefined--,Angry
4221,166.1406022189,545.4475331035,284.4511490764,0.1276227438,3.3451875,2535.4795929543,4419.704906088,--undefined--,Angry
4222,191.5149108713,576.3816092947,251.4657281311,0.111254603,2.3998125,390.1883758938,2132.684921328,4420.0812601922,Angry
4223,148.8636137946,316.6260424185,243.8930368995,0.0886654621,2.4725,1156.2786191262,3017.4262385354,--undefined--,Angry
4224,149.7949087768,537.2587575533,264.998950366,0.1875329856,1.89075,1850.150725271,3468.4884678727,--undefined--,Angry
4225,164.3223784497,330.6010879507,236.7439898938,0.2255110061,2.1089375,797.5456858856,3768.4554455015,--undefined--,Angry
4226,170.8919607999,452.3162334777,296.7677216285,0.2048334943,2.1816875,1994.8173243008,3728.5490651148,--undefined--,Angry
4227,179.3511117665,490.1477569471,302.0369792188,0.1571431013,1.89075,1180.2655442547,3847.8506577227,--undefined--,Angry
4228,199.2106938092,528.6566271325,297.3745309603,0.2709930668,2.108875,1054.9792984249,2973.1512185506,--undefined--,Angry
4229,201.9996877847,414.7428400582,273.9723238977,0.1518176917,1.672625,1735.1569028114,3539.6743665451,4970.0895830229,Angry
4230,192.2111625709,571.996625648,298.7574347326,0.2178899399,2.254375,2504.7794184838,--undefined--,--undefined--,Angry
4231,207.0113556072,315.0951232948,256.8715935197,0.165871896,1.7453125,1998.0744576679,4477.5039991242,--undefined--,Angry
4232,203.903416433,351.7643791132,260.0332327206,0.1777041794,2.3270625,1125.1575989859,2681.7717910347,--undefined--,Angry
4233,189.078012664,444.0423185089,255.4422725052,0.2196478651,2.254375,1177.0001029742,3216.1609398703,--undefined--,Angry
4234,181.3744580529,388.3155508912,288.8890421498,0.299784376,2.1089375,1161.4794641209,3193.5987220874,4237.814544245,Angry
4235,184.7491123487,319.7934061186,249.5047027442,0.0655261156,1.672625,309.4169270812,2862.4428257967,4440.1146678106,Angry
4236,182.7748298649,413.1995623518,300.2354816359,0.2227163945,1.9635,1309.4001030827,2917.1713705524,--undefined--,Angry
4237,161.8327875531,345.3854725951,268.1244414938,0.1561180625,2.3270625,1155.3173537136,3488.8754018502,5074.9849932141,Angry
4238,197.3773996866,378.1798195948,263.2423479894,0.2809256607,1.9635,908.247913871,2877.847254121,4453.7134031354,Angry
4239,208.6329803982,404.240040838,284.7169327999,0.1557796783,1.9634375,1354.161233304,2054.4216666749,3509.000982452,Angry
4240,105.821630537,355.3626263104,278.2921726035,0.1055061482,1.9635,1168.2447622969,2418.1090923328,--undefined--,Angry
4241,154.3648688244,396.7854785307,264.7657846276,0.3108478049,1.8180625,284.7425420372,2772.5684197689,4925.2610681496,Angry
4242,169.9148504084,381.9339695971,288.633744919,0.2412844626,1.89075,1569.5360166845,3451.0141352125,4818.4212356009,Angry
4243,194.0971685652,415.4975828835,296.2407308489,0.0927000624,1.89075,761.4991418111,2619.9784057764,4958.9947743774,Angry
4244,196.3529019766,362.7471554154,268.378400251,0.0693985361,1.63625,2156.4235086625,4312.2107736753,--undefined--,Angry
4245,189.4752138501,396.0693190516,273.6227995383,0.1955895291,2.2906875,1546.9417160365,3445.8584710418,--undefined--,Angry
4246,187.9991818351,387.592095184,262.133543072,0.1156187327,2.2089375,1118.2032765995,3373.5620338656,--undefined--,Angry
4247,175.0079085926,566.1379264327,283.7333571759,0.1330089757,2.127125,331.2520693332,3401.5162419953,--undefined--,Angry
4248,152.2178117305,418.9266735919,284.8660378824,0.1461565583,2.0361875,623.3607338732,3405.9640859014,--undefined--,Angry
4249,182.2756270784,580.3634365562,282.7669031553,0.170721248,1.9635,1025.8843929395,2758.8650178594,4469.228386159,Angry
4250,176.8904331849,410.761865583,282.6957867307,0.1359975345,2.7149375,1082.5745083978,3770.8632478365,--undefined--,Angry
4251,75.458264015,282.1343878694,225.4908990918,0.005541564,2.2195625,2665.8708355451,4663.372776296,--undefined--,Fear
4252,170.754487512,332.6549587229,259.9550660513,0.011573337,2.630625,1714.3493387573,3272.1146008283,--undefined--,Fear
4253,188.9209479222,596.0387184985,273.4132974128,0.0196849925,2.4661875,2497.2850360789,4602.8196941235,--undefined--,Fear
4254,232.8401897504,530.9281928689,279.927966629,0.0238821318,2.7128125,2494.8760249196,4456.0073379982,--undefined--,Fear
4255,207.2390836063,475.6681343056,273.8421474927,0.0304304826,2.5484375,4412.6864564763,4851.7430443542,--undefined--,Fear
4256,226.0930371718,391.5098790363,277.4609479809,0.025608732,2.74025,2439.310728408,4587.4279043178,--undefined--,Fear
4257,208.9221980655,569.9404518836,306.1249288945,0.053789176,2.3018125,2241.3369323766,3871.6247952651,--undefined--,Fear
4258,75.2751509093,434.1903547321,274.8692300146,0.0256626199,2.630625,1511.761958631,3287.9383860273,--undefined--,Fear
4259,183.4351413628,359.0527181713,261.2311818492,0.0168744967,2.219625,359.4367800134,2425.6589271175,4436.2370507431,Fear
4260,223.3776580199,372.6184862018,266.5558644425,0.0698556424,3.0690625,1898.1023899495,4529.6842979245,--undefined--,Fear
4261,224.7700039701,428.9389283771,306.0685808641,0.0333467426,2.630625,1286.5465482152,3074.775060926,--undefined--,Fear
4262,93.6393665816,296.5262224567,244.484018235,0.0621025573,2.630625,1848.1876054952,4780.8863767019,--undefined--,Fear
4263,233.6841845008,380.4510858369,273.5387625972,0.0539482802,2.137375,1333.1722161582,4256.4653240737,--undefined--,Fear
4264,202.3685627729,298.598297456,243.0443416538,0.0736737287,2.630625,1260.1654465295,3208.0737456262,--undefined--,Fear
4265,242.3758361491,551.3934818584,295.1974556169,0.0631315954,2.46625,948.3695674381,2744.0615397849,--undefined--,Fear
4266,205.7960491034,392.6750957719,272.1711655818,0.0372461464,2.5484375,1646.0490653809,3001.3137720415,--undefined--,Fear
4267,215.1625612632,383.3377593139,262.1402466875,0.0289680195,2.5484375,1566.017016365,3219.3069376359,--undefined--,Fear
4268,204.2210289947,373.2012553551,237.8158925064,0.0418004633,2.384,570.7095327525,3343.0883576737,4339.9213218025,Fear
4269,203.5547885792,349.0926835362,256.4787526631,0.0323653914,2.137375,1582.4134739796,3423.5007555052,--undefined--,Fear
4270,193.8862720235,389.331448956,254.5169988113,0.0265902623,2.9595,1619.4097511762,3411.0172240077,--undefined--,Fear
4271,125.6315383874,289.8688024322,253.362254961,0.0395633059,2.4661875,2162.2402447022,4632.2074681174,--undefined--,Fear
4272,97.7165550596,597.8395707817,229.5985702538,0.0456462191,3.2060625,1839.4078882813,4028.7879813302,--undefined--,Fear
4273,178.5090082999,412.3648879558,247.3817412941,0.0442186957,2.9594375,1921.7408517003,4094.0594664467,--undefined--,Fear
4274,200.3755429743,485.5379522754,293.4942186894,0.1628910251,2.630625,578.1271930194,2419.3455260442,4444.0527905907,Fear
4275,183.2152392413,326.4495816817,234.4544335559,0.0665058783,2.3018125,2009.6603337555,3442.1389857147,--undefined--,Fear
4276,196.0697058397,520.8859407964,244.1213443461,0.0728859855,2.46625,1667.167888543,3414.7659124255,--undefined--,Fear
4277,200.4356089347,456.739027316,262.5204759192,0.0795363769,2.1374375,1118.3915283868,2772.0481584393,--undefined--,Fear
4278,121.1517388931,373.7398606843,259.499943509,0.0467695236,2.137375,374.1441649042,2514.1642363146,4520.3139214656,Fear
4279,168.4689943709,350.8706235715,219.2420727096,0.016523453,2.219625,1771.1175530822,3428.4742538,--undefined--,Fear
4280,208.0839878004,517.2318138197,287.2981281154,0.0528488727,2.8773125,1202.8789291296,2675.9440551363,--undefined--,Fear
4281,166.2118759441,338.8254673253,230.644703498,0.0531776752,2.4661875,2171.1862557158,3402.982472915,--undefined--,Fear
4282,190.1950899378,450.8526423271,255.2265702626,0.0762521305,2.3840625,1457.8271410692,3799.4463507217,--undefined--,Fear
4283,117.1333962248,273.1663340213,221.5235515328,0.0536424846,2.712875,1940.2692659497,4673.6105045816,--undefined--,Fear
4284,188.5477503419,587.9056614343,305.2782291992,0.0278876611,3.041625,1726.3540322421,3338.4519086302,--undefined--,Fear
4285,211.7456960269,459.5216319226,262.8369575813,0.0339325032,2.7950625,761.5888538862,3172.388054476,--undefined--,Fear
4286,211.9566837214,294.9566852398,238.6220305986,0.0910223138,2.630625,1891.7020825936,2855.8565908047,--undefined--,Fear
4287,222.8025593572,520.7770618679,276.3715606467,0.0380283341,2.6306875,1755.3593795025,3322.2896526909,--undefined--,Fear
4288,179.0928438242,559.6424622579,252.5672393956,0.0317759109,2.3018125,731.6561954522,4350.9250501522,--undefined--,Fear
4289,178.5251677172,355.5237007446,236.4670205236,0.0133508464,2.384,2210.924264314,4340.0833350048,--undefined--,Fear
4290,143.8710792921,492.4616284989,244.6575827112,0.0338987871,3.0416875,1491.9497842767,3277.1277361556,--undefined--,Fear
4291,199.0209283051,370.9976378545,267.3153815197,0.0713375062,2.219625,1893.0949908334,3830.686682062,--undefined--,Fear
4292,162.5166504967,471.7680735246,232.5532429229,0.024095558,2.46625,1960.2061616152,3855.2255458838,--undefined--,Fear
4293,78.1851238729,453.5635348346,284.6239584357,0.0251464404,2.548375,1720.4574166663,3796.5123276544,--undefined--,Fear
4294,219.9243117382,385.0896094353,281.7515064648,0.0203164256,2.3018125,1811.7449072732,3738.7167691326,--undefined--,Fear
4295,217.1347141446,488.1279144618,267.2233489898,0.0374957221,2.4661875,259.9092737152,2732.5809232331,4787.7405985981,Fear
4296,202.7330818042,435.2216259345,267.9946895308,0.0230014545,2.4661875,2360.7218575426,4536.3548996186,--undefined--,Fear
4297,188.10543831,253.5179538782,231.3192030818,0.028169619,2.630625,1135.5193280422,3347.6882830482,4375.3944037697,Fear
4298,94.490525458,482.4071450374,252.3761587639,0.0402199185,2.87725,1876.0253612633,3830.7549510621,--undefined--,Fear
4299,201.2656079282,437.1681934546,261.0844892166,0.0417451867,3.2883125,2165.933936688,4509.0940662443,--undefined--,Fear
4300,194.9389512753,598.3809522934,271.9305134093,0.0111252696,3.2883125,1808.5841159019,3786.4603060993,--undefined--,Fear
4301,174.3524624233,278.1987968685,227.9793242343,0.0488432634,1.3775,833.1063105809,3179.7371398485,--undefined--,Fear
4302,208.3443479519,338.1313944767,268.8006772641,0.03438362,1.6398125,2933.8444235545,4607.2877452455,--undefined--,Fear
4303,114.8151473569,326.4899498398,229.7708688392,0.019911944,1.7710625,1040.0592160722,1311.2854766163,4010.6741549735,Fear
4304,166.8514180761,250.078647612,209.1571123282,0.0364170904,1.836625,3256.9586121877,4354.8883653004,--undefined--,Fear
4305,122.2313807486,294.8205562503,229.8319763057,0.0525927888,1.9678125,469.3188587588,3290.2889852614,4535.8729319403,Fear
4306,133.7293795749,291.950400906,214.0899099264,0.0214635768,1.844875,3102.1041684291,3592.0300468054,--undefined--,Fear
4307,158.5933764109,246.4970495922,215.4985796179,0.060531228,2.1864375,1021.6641331554,3370.123581658,4871.5843227461,Fear
4308,167.7519971061,476.5777113011,268.0587100368,0.0623431653,1.6616875,1928.0244539372,--undefined--,--undefined--,Fear
4309,152.8586283397,334.4668014814,240.694642045,0.0384255346,2.2506875,803.0601501037,3485.4634278248,--undefined--,Fear
4310,159.1546903814,253.4951068118,199.8402391891,0.0335424904,2.164625,581.2658452085,2356.7590239438,3974.0482799698,Fear
4311,185.2183877843,305.5356724457,249.5527280955,0.0311194871,1.4020625,2290.5703485431,3893.8932521166,--undefined--,Fear
4312,143.2817506989,256.2320441409,214.7444200871,0.0587110514,1.967875,2704.0868956512,4008.9615134154,--undefined--,Fear
4313,131.9255662871,314.6719429091,229.7189450982,0.0140257266,2.1645625,1092.3376313605,1335.8454710338,4062.0231202023,Fear
4314,123.4821411241,358.1238005604,265.3107909472,0.0827060354,1.7710625,2084.4852972052,3854.1111095112,--undefined--,Fear
4315,177.1310563013,364.2989125522,302.2675062259,0.0905410204,1.721875,340.1364041475,2908.3113390447,3916.7771983868,Fear
4316,109.8568545952,370.6849123358,252.6571775765,0.0365643219,1.82025,280.5592705751,2742.1116477209,4197.0085339387,Fear
4317,205.4974051144,338.9736879032,279.7527374497,0.0562417429,2.1645625,333.5963267852,2640.7629983326,4676.3898648833,Fear
4318,98.0605657578,327.5273910569,246.1876513465,0.0373369441,1.90225,1496.0623252578,3490.3315069903,--undefined--,Fear
4319,187.0231117824,322.2783449163,262.522464241,0.0452496615,1.7710625,2789.8024647515,4585.6280104283,--undefined--,Fear
4320,172.1440791952,278.1460411832,226.8140668979,0.0413309203,2.29575,434.7894604699,2789.9678871994,4307.0033376699,Fear
4321,199.2598927273,365.8526375547,240.3343894898,0.0105668451,1.771,1138.9516359254,2805.5169073397,4414.0639702675,Fear
4322,203.7421155964,325.7521777501,244.6176668791,0.0226291201,2.033375,907.6673149767,2269.2596002059,3832.825545822,Fear
4323,171.7871644087,282.5403329448,233.2249024164,0.0332921122,2.164625,2527.3191272929,4111.6307381214,--undefined--,Fear
4324,126.741846782,307.9218325295,255.7445099933,0.0487400588,1.9678125,270.3645856433,2754.2314489105,4613.2636404797,Fear
4325,185.8623200853,302.7201768757,215.1666011083,0.0099203293,2.3614375,547.2648407314,2411.0507214178,4558.7417484706,Fear
4326,108.7371590319,287.2688527255,216.0239655338,0.0070380401,1.90225,2561.8144130681,4603.6436625179,--undefined--,Fear
4327,168.3098492894,306.5407928859,255.0017851323,0.0285977561,1.7054375,1525.9309434093,3498.4650023987,--undefined--,Fear
4328,102.0319425375,278.598589077,219.9066763309,0.0149598439,1.9678125,3431.0961103556,--undefined--,--undefined--,Fear
4329,157.5064924338,281.4046895005,208.8362322582,0.0091636409,1.836625,3547.1537527243,4823.4338169237,--undefined--,Fear
4330,129.6647309782,312.0156940553,267.2503970474,0.0438719134,2.361375,994.0337830532,3656.6975591927,--undefined--,Fear
4331,114.9425386368,332.9195966742,248.0495360829,0.0178904163,1.32825,314.0924124094,2762.2823504113,--undefined--,Fear
4332,166.5802044405,284.5065756622,223.7890699885,0.0136401165,2.0661875,2569.315199975,3266.5754236136,--undefined--,Fear
4333,110.8818547145,340.5056175292,239.9508509711,0.0256046094,1.9678125,653.8722340196,3893.0020260549,4822.776181914,Fear
4334,151.9403586118,213.6918512504,192.4887837411,0.0101381014,1.90225,268.2516655625,2935.4251890173,4990.2268673448,Fear
4335,116.5068694518,314.8270479906,248.5875277196,0.0169356868,2.0334375,724.8310071226,3184.187717708,--undefined--,Fear
4336,111.3063098449,251.8338597837,215.5564002188,0.0349733206,1.7491875,707.1365793585,3097.0165375862,3956.1457284969,Fear
4337,120.6377715558,341.9875471462,270.8837058295,0.1045323139,2.033375,914.1172357235,2559.6591699072,--undefined--,Fear
4338,172.2497665752,338.6595563058,268.7868635071,0.0873264275,1.508625,276.7397192619,2688.2836242339,4607.129038749,Fear
4339,214.7123807189,295.4212055506,240.9050681983,0.0258394159,1.639875,441.6221170639,3162.2748162547,4482.1458344421,Fear
4340,150.1677722481,298.8279242137,228.790389166,0.0166327511,2.2138125,1065.1095251376,3140.3944226082,--undefined--,Fear
4341,193.2449533824,363.370723522,308.4845497961,0.0613350335,1.90225,880.5791247693,2670.7686763665,4693.4666665091,Fear
4342,173.1792632108,325.1600254595,253.9316120982,0.03632365,1.7055,843.5676570628,1996.1110629421,4237.8166907756,Fear
4343,168.9479024518,369.3736142022,257.1557870337,0.0233748167,1.771,789.010437241,2285.4080460214,3693.3076081679,Fear
4344,204.6190862593,272.1660570158,240.3193735499,0.0147489264,1.7054375,471.719173067,2320.9423829357,4695.7614368093,Fear
4345,218.6536615913,338.7561307155,273.9208008649,0.0213595491,2.0293125,728.636268411,2357.3726216445,3700.1602373811,Fear
4346,159.8070408834,434.8713580373,292.6054749444,0.0556683028,2.1585,1142.733596779,3071.7500982857,--undefined--,Fear
4347,272.0605939054,485.88507367,313.8087815548,0.0608669551,1.57425,155.6160967175,2654.2968754808,4419.4995699104,Fear
4348,108.0754653625,539.3919152966,238.3654365321,0.0136753598,1.6603125,265.3563682241,2605.068214703,4089.593358972,Fear
4349,122.7111962515,443.3244190148,271.8118920031,0.0426090405,1.9021875,720.7015928773,3163.2171842958,4929.4382335,Fear
4350,183.4137264558,308.9186306848,261.2091999348,0.0223372382,2.263,747.6504234885,2536.3444563784,4527.160056503,Fear
4351,183.4720304711,312.5427534241,251.773648189,0.0482189175,1.862875,211.4172225612,2753.7765946906,4328.6694274911,Fear
4352,158.3292815264,449.2820218686,291.6899056101,0.042792618,1.764875,925.6643237913,2934.8224521874,--undefined--,Fear
4353,157.0142128255,368.220745663,299.2351549291,0.0716184275,1.54425,1602.6405078601,3870.5667351402,--undefined--,Fear
4354,278.7895702223,463.6093446937,363.8230525008,0.0657642656,1.9609375,2397.0601699322,3890.9457626486,4934.5500525016,Fear
4355,143.6976504874,465.1171226361,313.1899234447,0.1148467967,1.8199375,1639.9901588568,4188.4837730524,--undefined--,Fear
4356,206.2285556748,415.7929248135,317.2087631235,0.0256097704,1.9609375,830.9414375016,2317.4490817584,4418.3024004744,Fear
4357,192.8131666427,342.3007172809,269.0697967349,0.0256932004,2.3530625,978.0740714531,3495.7369845468,--undefined--,Fear
4358,213.792689208,349.2469400046,317.0151780012,0.076810311,1.69125,2678.9329235749,3108.4005368874,--undefined--,Fear
4359,187.8559364799,397.7336682473,303.4797335553,0.0771583925,1.9119375,1118.4229338347,3223.2987873601,3734.9285303456,Fear
4360,190.7054780792,338.6179842178,303.4633416066,0.0902114112,1.9854375,1745.5913462335,4275.2323726974,--undefined--,Fear
4361,271.5379494417,471.9925731378,358.2937233935,0.0520986014,1.2500625,792.5254413622,2774.533512245,4990.160533557,Fear
4362,256.5566533346,481.8963304246,363.1023915479,0.0864630009,1.323625,1396.0353971622,2912.3005875742,--undefined--,Fear
4363,236.9519488724,402.5689131288,332.9270535898,0.0338653398,1.54425,1623.3932803062,1754.0290543992,4435.5947411564,Fear
4364,174.1004975511,420.0379533259,319.5672998681,0.1220507974,1.599375,2090.547183401,2588.1822996757,--undefined--,Fear
4365,257.0366849485,504.0335907555,359.2195849225,0.0757660976,1.4339375,512.7296439169,2593.2372918237,4936.9183991423,Fear
4366,303.5217319549,423.1376472687,352.9467651873,0.0979158255,1.2133125,1333.4086402983,1771.7132591918,3523.8700716229,Fear
4367,173.5121955354,440.3176993122,323.3256675771,0.0964555548,1.4339375,464.0296423823,2679.8832566307,4207.5866351739,Fear
4368,263.9552697172,526.4074461922,342.3911050889,0.1524169434,1.861375,1145.7773575981,2168.834367996,3821.722638249,Fear
4369,217.5068596098,385.7816729335,310.2882667767,0.0305441427,1.047875,1408.06278007,3665.175123308,4534.1694988185,Fear
4370,253.6043212292,469.1149983527,336.5629938422,0.120074206,1.599375,747.8776916288,1383.5716697186,4617.8567848648,Fear
4371,260.9230130396,454.113356733,343.6946582846,0.0398298651,1.599375,2044.2894240788,2962.5139952124,4949.2934705109,Fear
4372,246.8605708399,545.1423061282,367.7752549385,0.0642900437,1.6545625,922.0629644322,1809.9515154086,3562.3036445518,Fear
4373,262.2354496618,473.7512234141,355.4661200728,0.0427104245,1.875125,847.8949054376,2049.0743011128,4978.9776032155,Fear
4374,108.3664848382,465.4052036122,352.6084330779,0.0540543707,1.1581875,1113.6215194705,2610.7258972466,--undefined--,Fear
4375,96.0637481074,494.4693061086,305.811397857,0.0720943292,1.2133125,673.1247619972,3421.1860197144,5113.6629516855,Fear
4376,212.054800592,433.3163207476,321.615486328,0.0658050387,1.37875,1816.7589062544,2693.4309052733,4591.9403478888,Fear
4377,257.197105973,503.5314569948,354.7935284224,0.0487349895,1.489125,804.9313138927,1682.934780276,4087.5674506359,Fear
4378,175.7406509313,534.5399610559,364.0717327056,0.0658904417,1.7648125,1180.7465314359,2800.9769157361,--undefined--,Fear
4379,259.9548572804,556.9033376752,359.4411002446,0.0667918409,1.2685,356.8658798058,2444.3773615166,3882.8339742521,Fear
4380,282.9224977478,519.318355836,373.1875591774,0.1048364406,1.6545625,1323.4695061193,3887.5892502094,--undefined--,Fear
4381,269.6285213347,565.2953141378,340.9344319505,0.0780596835,1.2133125,1048.078113968,3244.6440498112,--undefined--,Fear
4382,263.7459364319,476.9509236081,373.5847511014,0.0947256887,2.0405625,910.4916549714,2916.9124495901,--undefined--,Fear
4383,233.8321535769,453.685580726,313.4265890261,0.0711423712,1.9026875,2495.0122847639,5258.6204490023,--undefined--,Fear
4384,317.7195845921,571.4877520199,373.625470919,0.0970096888,1.28225,903.0113357064,3157.0936182759,--undefined--,Fear
4385,288.4464611673,483.3176136655,361.9387545329,0.0562876222,1.187875,1038.1270446643,2870.1557145302,--undefined--,Fear
4386,232.4188386072,463.1301012782,349.1307619982,0.1269615536,1.5718125,967.7307875344,3781.69970436,--undefined--,Fear
4387,250.4177007532,497.734720263,362.3840140946,0.1196094236,1.875125,2260.2650659715,4448.647482461,--undefined--,Fear
4388,162.368819028,482.1185202034,366.5727613772,0.0867698037,1.37875,513.765058555,2384.3283629093,4474.8176006198,Fear
4389,216.2799826684,439.527494815,333.7918739214,0.1004601691,1.37875,622.8102025693,2665.3808659632,4836.484906044,Fear
4390,192.2749196989,444.7291470805,326.4716569806,0.057113649,1.7648125,1442.6090497428,2478.8741851652,--undefined--,Fear
4391,271.7719372502,440.8231679017,345.1554584614,0.1912876033,1.1581875,1429.1398077756,3640.2618160157,--undefined--,Fear
4392,229.5859202167,358.0523337332,312.9976254248,0.2224277533,1.2133125,1169.5133724531,3073.8755350878,--undefined--,Fear
4393,200.993866889,408.6380995805,299.7875895819,0.0843420772,1.240875,1391.5468974472,3140.2630666109,--undefined--,Fear
4394,287.701647423,440.8489767864,359.7235287699,0.0632150164,1.1030625,1699.3855467931,4358.3746137267,--undefined--,Fear
